,epoch,train_loss,val_loss
0,1,0.07689754529591876,0.14566052217088954
1,2,0.059275911115620236,0.05932507852853184
2,3,0.050983932381040195,0.06049558845624118
3,4,0.04748769011457839,0.05210040454608454
4,5,0.0437980193827017,0.04814016645852948
5,6,0.04251998852785319,0.04507747541745784
6,7,0.03965117615554664,0.04919527817360112
7,8,0.03735899901903306,0.04240434910629837
8,9,0.036075610756407514,0.04018730940428418
9,10,0.034131345530487085,0.03722435131039418
10,11,0.03283867866034144,0.03788165658922263
11,12,0.0309317151073607,0.032765121291011154
12,13,0.030693138959414806,0.03562749139177547
13,14,0.029905613591992924,0.033526923612389764
14,15,0.029893002338313778,0.03115835345127213
15,16,0.029165762638100907,0.03101258814124994
16,17,0.027633522118490968,0.031096116993838633
17,18,0.02759508923162686,0.03185048329473381
18,19,0.026694411494260665,0.031710242419700385
19,20,0.02686337817555071,0.028965717798072686
20,21,0.02548810549940615,0.02878678620228885
21,22,0.025874880399489358,0.029397369769047683
22,23,0.024508772581203344,0.02846642977125208
23,24,0.02425217593194454,0.029896400554079404
24,25,0.02397431774017512,0.027465967553287323
25,26,0.024086268865840543,0.027688729235718787
26,27,0.023804613733536577,0.02682121990012451
27,28,0.02360582606987244,0.0250584365616382
28,29,0.02203029438109664,0.02718233760498779
29,30,0.022261239233957113,0.025354452195091987
30,31,0.02228780781773672,0.025722500566445605
31,32,0.021591595420340504,0.024308213544353634
32,33,0.020471920412755525,0.023227521769282684
33,34,0.021278298287533966,0.027897018545740088
34,35,0.020859406924935937,0.024418749728463064
35,36,0.020226252203672367,0.024168439996494373
36,37,0.019618926735306907,0.0240553281414257
37,38,0.02034190500523246,0.021911905553769057
38,39,0.019240577272531336,0.021803327678689654
39,40,0.019258548428692696,0.02390798093410025
40,41,0.01917249631508456,0.02433100940895752
41,42,0.019889785358117286,0.024445229669062183
42,43,0.019040575160584803,0.02308056975754214
43,44,0.019196683639357934,0.022738758192568178
44,45,0.018379572142506066,0.022750849310885852
45,46,0.018161834196830914,0.023153358506379833
46,47,0.01720574342603786,0.02262428686232634
47,48,0.018436159910142073,0.02395347229034548
48,49,0.01776095494015576,0.022008932372686307
49,50,0.01722810051810368,0.019947614907746165
50,51,0.017494672892247043,0.021855839816722233
51,52,0.017185352459812352,0.02006005491851501
52,53,0.016491941508423327,0.019514812746832907
53,54,0.01626814523030167,0.0213518378941316
54,55,0.01670172274579274,0.020080986393379494
55,56,0.016091312513980147,0.020089331292875216
56,57,0.01619783618255954,0.02000651060616676
57,58,0.016015597246951785,0.01939681744281675
58,59,0.015351917714959489,0.02883176488513258
59,60,0.016155868530667108,0.019492640428927163
60,61,0.01530794809971537,0.01933228225827637
61,62,0.015129935251887881,0.019852398540562307
62,63,0.014727443929783519,0.02070775647109873
63,64,0.01460542564960142,0.018995981151893944
64,65,0.015249782716108162,0.0191132004280955
65,66,0.014616467495341358,0.019094266968084053
66,67,0.014727968517727348,0.01946351549286448
67,68,0.014393573412544106,0.01847526164148265
68,69,0.014141175357912851,0.018611184419723044
69,70,0.013838648774939974,0.01913428012753876
70,71,0.013821477958396689,0.01987411519906051
71,72,0.01327002143738846,0.02038728227366654
72,73,0.013993442534977559,0.018689501663328896
73,74,0.013677148499440423,0.018218604309982817
74,75,0.013377762411642681,0.018932743286582787
75,76,0.012995792780282912,0.01977151775286651
76,77,0.013258707394309474,0.017559073970351422
77,78,0.01310464072600736,0.020912387985473787
78,79,0.012795050530794666,0.018333548870147535
79,80,0.012616325929440165,0.018764832581747586
80,81,0.012390565064074125,0.018673092854851987
81,82,0.01220429155377784,0.01911433958645228
82,83,0.01276743069670205,0.018245337170247043
83,84,0.012235372192764002,0.02002690127119422
84,85,0.011858428022122546,0.018148308029581964
85,86,0.011700350399732357,0.01938373544974856
86,87,0.011907377004360967,0.017687892488820453
87,88,0.012823393499868723,0.017999694105500067
88,89,0.01152848210659629,0.017537476416205018
89,90,0.011206390924839242,0.018847102312449838
90,91,0.01153689608007028,0.018192375793685794
91,92,0.010988280396551302,0.01724495730218543
92,93,0.011384576713618933,0.018455882819080855
93,94,0.010664677067337204,0.01819969238844556
94,95,0.010579695443963585,0.018671962904783204
95,96,0.012417965897025427,0.019285017519559657
96,97,0.011552546152921572,0.018731334450011943
97,98,0.01086105075710382,0.017642793061972504
98,99,0.010206983055474707,0.017599223706294114
99,100,0.010210003432272815,0.017809374979369238
